identifier,phrog,product,function
phage_0520,p-4708,head scaffolding protein,head and packaging
phage_0521,p-376,tail protein,tail
phage_0522,p-4,transcriptional repressor,transcription regulation
phage_0523,p-279,tail sheath,tail
phage_0524,p-31,central tail fiber J,tail
phage_0525,p-4707,replication initiation protein,"DNA, RNA and nucleotide metabolism"
phage_0526,p-418,internal virion protein,head and packaging
phage_0527,p-225,clamp loader of DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_0528,p-33,distal tail protein Dit,tail
phage_0529,p-1897,terminase small subunit,head and packaging
phage_0530,p-114,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism"
phage_0531,p-487,NrdD-like anaerobic ribonucleotide reductase large subunit,"moron, auxiliary metabolic gene and host takeover"
phage_0532,p-3122,RF-1 domain peptide chain release factor,other
phage_0533,p-80,head maturation protease,head and packaging
phage_0534,p-7220,regulator of chromosome condensation,"DNA, RNA and nucleotide metabolism"
phage_0535,p-10938,virion structural protein,head and packaging
phage_0536,p-10316,tail fiber protein,tail
phage_0537,p-1157,transposase,integration and excision
phage_0538,p-891,terminase small subunit,head and packaging
phage_0539,p-7776,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_0540,p-452,endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0541,p-3639,minor tail protein,tail
phage_0542,p-3431,Arc-like repressor,transcription regulation
phage_0543,p-2468,head morphogenesis,head and packaging
phage_0544,p-1670,DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_0545,p-236,nucleotide kinase,other
phage_0546,p-47,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_0547,p-325,Dda-like helicase,"DNA, RNA and nucleotide metabolism"
phage_0548,p-721,,unknown function
phage_0549,p-384,virion structural protein,head and packaging
phage_0550,p-1469,baseplate wedge subunit,tail
phage_0551,p-7244,integrase,integration and excision
phage_0552,p-38058,tail fiber protein,tail
phage_0553,p-9777,tail fiber protein,tail
phage_0554,p-45,tail tube,tail
phage_0555,p-31,central tail fiber J,tail
phage_0556,p-817,tail fiber protein,tail
phage_0557,p-18345,tail fiber protein,tail
phage_0558,p-5107,amidase,lysis
phage_0559,p-10356,virion structural protein,head and packaging
phage_0560,p-438,baseplate wedge subunit,tail
phage_0561,p-947,DNA polymerase processivity factor,"DNA, RNA and nucleotide metabolism"
phage_0562,p-582,Arc-like repressor,transcription regulation
phage_0563,p-6700,endolysin,lysis
phage_0564,p-5736,transcriptional regulator,transcription regulation
phage_0565,p-298,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_0566,p-1156,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_0567,p-487,NrdD-like anaerobic ribonucleotide reductase large subunit,"moron, auxiliary metabolic gene and host takeover"
phage_0568,p-14070,,unknown function
phage_0569,p-2657,transcriptional regulator,transcription regulation
phage_0570,p-290,minor tail protein,tail
phage_0571,p-10100,HTH DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_0572,p-59,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0573,p-8401,beta-propeller repeat protein,other
phage_0574,p-1535,tail length tape measure protein,tail
phage_0575,p-19394,tail fiber protein,tail
phage_0576,p-2214,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0577,p-19195,virion structural protein,head and packaging
phage_0578,p-6831,transcriptional regulator,transcription regulation
phage_0579,p-4478,peptidase,other
phage_0580,p-920,holin,lysis
phage_0581,p-171,NinG/ Rap DNA junction specific endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0582,p-599,Lar-like restriction alleviation protein,"moron, auxiliary metabolic gene and host takeover"
phage_0583,p-12683,,unknown function
phage_0584,p-3519,tail length tape measure protein,tail
phage_0585,p-10819,,unknown function
phage_0586,p-457,tail protein,tail
phage_0587,p-462,lipoprotein,other
phage_0588,p-15637,,unknown function
phage_0589,p-1419,tail protein,tail
phage_0590,p-2557,virion structural protein,head and packaging
phage_0591,p-124,Sak4-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism"
phage_0592,p-18404,hydrolase,other
phage_0593,p-19930,DNA polymerase/primase,"DNA, RNA and nucleotide metabolism"
phage_0594,p-1682,RusA-like Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_0595,p-61,2OG-Fe(II) oxygenase,"moron, auxiliary metabolic gene and host takeover"
phage_0596,p-5060,anti-repressor Ant,transcription regulation
phage_0597,p-24,tail length tape measure protein,tail
phage_0598,p-8716,tail fiber protein,tail
phage_0599,p-9167,,unknown function
phage_0600,p-2234,tail spike protein,tail
phage_0601,p-4715,ParB-like partition protein,"DNA, RNA and nucleotide metabolism"
phage_0602,p-115,minor head protein,head and packaging
phage_0603,p-1044,endolysin,lysis
phage_0604,p-10820,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0605,p-6299,terminase small subunit,head and packaging
phage_0606,p-643,transcriptional regulator,transcription regulation
phage_0607,p-38058,tail fiber protein,tail
phage_0608,p-7220,regulator of chromosome condensation,"DNA, RNA and nucleotide metabolism"
phage_0609,p-11138,,unknown function
phage_0610,p-172,head scaffolding protein,head and packaging
phage_0611,p-2468,head morphogenesis,head and packaging
phage_0612,p-1373,transcriptional regulator,transcription regulation
phage_0613,p-351,RNA polymerase sigma factor,transcription regulation
phage_0614,p-274,DNA endonuclease V,"DNA, RNA and nucleotide metabolism"
phage_0615,p-9665,transcriptional regulator,transcription regulation
phage_0616,p-4056,baseplate protein,tail
phage_0617,p-1535,tail length tape measure protein,tail
phage_0618,p-12965,DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_0619,p-25243,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_0620,p-118,head-tail adaptor,connector
phage_0621,p-34859,glycosyltransferase,"moron, auxiliary metabolic gene and host takeover"
phage_0622,p-36952,,unknown function
phage_0623,p-156,portal protein,head and packaging
phage_0624,p-3242,tail sheath,tail
phage_0625,p-38,terminase large subunit,head and packaging
phage_0626,p-77,SbcC-like subunit of palindrome specific endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0627,p-1044,endolysin,lysis
phage_0628,p-6700,endolysin,lysis
phage_0629,p-77,SbcC-like subunit of palindrome specific endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0630,p-156,portal protein,head and packaging
phage_0631,p-979,terminase large subunit,head and packaging
phage_0632,p-4286,head maturation protease,head and packaging
phage_0633,p-680,tail length tape measure protein,tail
phage_0634,p-2714,,unknown function
phage_0635,p-979,terminase large subunit,head and packaging
phage_0636,p-502,membrane protein,"moron, auxiliary metabolic gene and host takeover"
phage_0637,p-3188,co-chaperonin GroES,other
phage_0638,p-3677,protease,other
phage_0639,p-52,tail protein,tail
phage_0640,p-3270,head maturation protease,head and packaging
phage_0641,p-18470,portal protein,head and packaging
phage_0642,p-11393,tail fiber protein,tail
phage_0643,p-14138,minor tail protein,tail
phage_0644,p-20988,ATPase,other
phage_0645,p-1645,virion structural protein,head and packaging
phage_0646,p-5062,tail length tape measure protein,tail
phage_0647,p-12798,tail length tape measure protein,tail
phage_0648,p-2214,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0649,p-5939,tail protein,tail
phage_0650,p-21955,,unknown function
phage_0651,p-4287,DNA ejection protein,"DNA, RNA and nucleotide metabolism"
phage_0652,p-22602,virion structural protein,head and packaging
phage_0653,p-6651,internal virion protein,head and packaging
phage_0654,p-312,Rz-like spanin,lysis
phage_0655,p-4554,tail protein,tail
phage_0656,p-3638,CII-like transcriptional activator,transcription regulation
phage_0657,p-2589,tail protein,tail
phage_0658,p-17635,tail fiber protein,tail
phage_0659,p-1815,guanylate kinase,other
phage_0660,p-20655,major head protein,head and packaging
phage_0661,p-12,portal protein,head and packaging
phage_0662,p-10963,portal protein,head and packaging
phage_0663,p-72,NinB/ Orf homologous recombination mediator,"DNA, RNA and nucleotide metabolism"
phage_0664,p-24527,virion structural protein,head and packaging
phage_0665,p-262,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_0666,p-89,Rz-like spanin,lysis
phage_0667,p-3382,methyltransferase,other
phage_0668,p-456,Rz-like spanin,lysis
phage_0669,p-9570,tail length tape measure protein,tail
phage_0670,p-3519,tail length tape measure protein,tail
phage_0671,p-58,tail length tape measure protein,tail
phage_0672,p-25966,tail length tape measure protein,tail
phage_0673,p-1640,tail protein,tail
phage_0674,p-697,structural protein,head and packaging
phage_0675,p-2206,virion RNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_0676,p-135,dUTPase,"DNA, RNA and nucleotide metabolism"
phage_0677,p-2952,minor tail protein,tail
phage_0678,p-192,DNA polymerase exonuclease subunit,"DNA, RNA and nucleotide metabolism"
phage_0679,p-456,Rz-like spanin,lysis
phage_0680,p-773,major head protein,head and packaging
phage_0681,p-4628,tail fiber assembly,tail
phage_0682,p-236,nucleotide kinase,other
phage_0683,p-2536,Rz-like spanin,lysis
phage_0684,p-10250,terminase large subunit,head and packaging
phage_0685,p-160,thymidylate synthase,"DNA, RNA and nucleotide metabolism"
phage_0686,p-8165,,unknown function
phage_0687,p-11011,long tail fiber protein distal subunit,tail
phage_0688,p-3503,head scaffolding protein,head and packaging
phage_0689,p-15406,DNA methyltransferase,other
phage_0690,p-84,ribonucleoside-diphosphate reductase large subunit,"DNA, RNA and nucleotide metabolism"
phage_0691,p-296,DNA transposition protein,integration and excision
phage_0692,p-5073,tail fiber protein,tail
phage_0693,p-6880,translation elongation factor,other
phage_0694,p-138,major head protein,head and packaging
phage_0695,p-22502,methyltransferase,other
phage_0696,p-38,terminase large subunit,head and packaging
phage_0697,p-2447,replication initiation protein,"DNA, RNA and nucleotide metabolism"
phage_0698,p-2401,periplasmic protein,other
phage_0699,p-2328,transcriptional repressor,transcription regulation
phage_0700,p-1535,tail length tape measure protein,tail
phage_0701,p-1033,ParB-like partition protein,"DNA, RNA and nucleotide metabolism"
phage_0702,p-9959,tail length tape measure protein,tail
phage_0703,p-1794,amidase,lysis
phage_0704,p-442,head-tail adaptor,connector
phage_0705,p-927,tail completion or Neck1 protein,connector
phage_0706,p-4779,transcriptional regulator,transcription regulation
phage_0707,p-323,"transcriptional regulator, D5-like",transcription regulation
phage_0708,p-50,DnaC-like helicase loader,"DNA, RNA and nucleotide metabolism"
phage_0709,p-5240,tail fiber protein,tail
phage_0710,p-316,dihydrofolate reductase,"DNA, RNA and nucleotide metabolism"
phage_0711,p-15752,protein kinase; inhibitor of host transcription; positively regulates RNaseIII; negatively on RNaseE,other
phage_0712,p-346,minor tail protein,tail
phage_0713,p-7364,single strand DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_0714,p-620,ParB-like partition protein,"DNA, RNA and nucleotide metabolism"
phage_0715,p-6597,holin,lysis
phage_0716,p-9729,tail fiber protein,tail
phage_0717,p-1314,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0718,p-5939,tail protein,tail
phage_0719,p-1381,plasmid antitoxin with HTH domain,"moron, auxiliary metabolic gene and host takeover"
phage_0720,p-1535,tail length tape measure protein,tail
phage_0721,p-6651,internal virion protein,head and packaging
phage_0722,p-18673,tail fiber protein,tail
phage_0723,p-7032,tail fiber protein,tail
phage_0724,p-50,DnaC-like helicase loader,"DNA, RNA and nucleotide metabolism"
phage_0725,p-16356,,unknown function
phage_0726,p-4779,transcriptional regulator,transcription regulation
phage_0727,p-6620,transposase,integration and excision
phage_0728,p-27706,,unknown function
phage_0729,p-947,DNA polymerase processivity factor,"DNA, RNA and nucleotide metabolism"
phage_0730,p-812,Rz-like spanin,lysis
phage_0731,p-10300,transcriptional regulator,transcription regulation
phage_0732,p-9851,tail fiber protein,tail
phage_0733,p-11373,tail protein,tail
phage_0734,p-2044,RNA polymerase beta subunit,"DNA, RNA and nucleotide metabolism"
phage_0735,p-23420,membrane protein,"moron, auxiliary metabolic gene and host takeover"
phage_0736,p-1533,tail length tape measure protein,tail
phage_0737,p-2710,tail fiber protein,tail
phage_0738,p-4267,RNA replicase beta subunit,"DNA, RNA and nucleotide metabolism"
phage_0739,p-1326,tail assembly chaperone,tail
phage_0740,p-19519,neck protein,connector
phage_0741,p-4779,transcriptional regulator,transcription regulation
phage_0742,p-6002,virion structural protein,head and packaging
phage_0743,p-325,Dda-like helicase,"DNA, RNA and nucleotide metabolism"
phage_0744,p-38353,,unknown function
phage_0745,p-668,HTH DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_0746,p-45,tail tube,tail
phage_0747,p-19556,tail fiber protein; host specificity,tail
phage_0748,p-7032,tail fiber protein,tail
phage_0749,p-9611,endolysin,lysis
phage_0750,p-57,terminase small subunit,head and packaging
phage_0751,p-98,,unknown function
phage_0752,p-445,terminase small subunit,head and packaging
phage_0753,p-7458,tail spike protein,tail
phage_0754,p-6386,transcription antiterminator,transcription regulation
phage_0755,p-697,structural protein,head and packaging
phage_0756,p-13989,virion structural protein,head and packaging
phage_0757,p-442,head-tail adaptor,connector
phage_0758,p-219,baseplate wedge subunit,tail
phage_0759,p-2163,virion structural protein,head and packaging
phage_0760,p-8510,virion structural protein,head and packaging
phage_0761,p-1184,,unknown function
phage_0762,p-30509,collagen like minor tail,tail
phage_0763,p-67,DNA methyltransferase,other
phage_0764,p-5718,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_0765,p-21,portal protein,head and packaging
phage_0766,p-1885,minor tail protein,tail
phage_0767,p-213,portal protein,head and packaging
phage_0768,p-146,portal protein,head and packaging
phage_0769,p-4268,transcriptional repressor,transcription regulation
phage_0770,p-10356,virion structural protein,head and packaging
phage_0771,p-309,terminase small subunit,head and packaging
phage_0772,p-1468,transcriptional repressor,transcription regulation
phage_0773,p-2,terminase large subunit,head and packaging
phage_0774,p-2263,major head protein,head and packaging
phage_0775,p-1538,tail length tape measure protein,tail
phage_0776,p-3,transcriptional repressor,transcription regulation
phage_0777,p-4287,DNA ejection protein,"DNA, RNA and nucleotide metabolism"
phage_0778,p-1218,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_0779,p-3677,protease,other
phage_0780,p-8705,,unknown function
phage_0781,p-8233,tail assembly chaperone,tail
phage_0782,p-138,major head protein,head and packaging
phage_0783,p-5668,tail fiber protein,tail
phage_0784,p-351,RNA polymerase sigma factor,transcription regulation
phage_0785,p-736,,unknown function
phage_0786,p-6299,terminase small subunit,head and packaging
phage_0787,p-689,holin,lysis
